Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02 00:00:00-05:00,7.374124050140381,7.374124050140381,7.2912678718566895,7.2912678718566895,1.613218069076538,407940
1962-01-03 00:00:00-05:00,7.2912678718566895,7.3550028800964355,7.2912678718566895,7.3550028800964355,1.6273192167282104,305955
1962-01-04 00:00:00-05:00,7.3550028800964355,7.3550028800964355,7.2785210609436035,7.281707763671875,1.6111040115356445,274575
1962-01-05 00:00:00-05:00,7.272148132324219,7.272148132324219,7.125557899475098,7.138305187225342,1.5793753862380981,384405
1962-01-08 00:00:00-05:00,7.131930828094482,7.131930828094482,6.9471001625061035,7.00446081161499,1.549759864807129,572685
1962-01-09 00:00:00-05:00,7.0363287925720215,7.176546096801758,7.0363287925720215,7.087316989898682,1.5680932998657227,517770
1962-01-10 00:00:00-05:00,7.100063800811768,7.131930828094482,7.100063800811768,7.100063800811768,1.570914387702942,313800
1962-01-11 00:00:00-05:00,7.1191840171813965,7.176546096801758,7.1191840171813965,7.176546096801758,1.5878357887268066,337335
1962-01-12 00:00:00-05:00,7.189292907714844,7.2402801513671875,7.189292907714844,7.189292907714844,1.5906556844711304,462855
1962-01-15 00:00:00-05:00,7.214786052703857,7.237093925476074,7.214786052703857,7.221159934997559,1.5977067947387695,266730
1962-01-16 00:00:00-05:00,7.214786052703857,7.214786052703857,7.144678115844727,7.144678115844727,1.5807842016220093,266730
1962-01-17 00:00:00-05:00,7.112811088562012,7.112811088562012,7.01083517074585,7.02995491027832,1.5554012060165405,439320
1962-01-18 00:00:00-05:00,7.049076080322266,7.1191840171813965,7.049076080322266,7.049076080322266,1.5596319437026978,392250
1962-01-19 00:00:00-05:00,7.049076080322266,7.068195819854736,6.972593784332275,7.05544900894165,1.561043381690979,423630
1962-01-22 00:00:00-05:00,7.05544900894165,7.125557899475098,7.0363287925720215,7.0427021980285645,1.5582220554351807,290265
1962-01-23 00:00:00-05:00,7.039515972137451,7.049076080322266,6.9598469734191895,6.972593784332275,1.5427112579345703,392250
1962-01-24 00:00:00-05:00,6.972593784332275,7.01083517074585,6.937540054321289,7.01083517074585,1.5511722564697266,431475
1962-01-25 00:00:00-05:00,7.01083517074585,7.068195819854736,6.921606063842773,6.934352874755859,1.534248948097229,337335
1962-01-26 00:00:00-05:00,6.934352874755859,6.9598469734191895,6.896111965179443,6.899299144744873,1.526492953300476,258885
1962-01-29 00:00:00-05:00,6.899299144744873,6.9471001625061035,6.781389236450195,6.781389236450195,1.50040602684021,611910
1962-01-30 00:00:00-05:00,6.781389236450195,6.819630146026611,6.695346832275391,6.695346832275391,1.4813672304153442,776655
1962-01-31 00:00:00-05:00,6.762269020080566,6.908858776092529,6.762269020080566,6.908858776092529,1.5286089181900024,800190
1962-02-01 00:00:00-05:00,6.978967189788818,7.087316989898682,6.978967189788818,7.068195819854736,1.5638618469238281,674670
1962-02-02 00:00:00-05:00,7.068195819854736,7.112811088562012,7.0363287925720215,7.112811088562012,1.573734164237976,533460
1962-02-05 00:00:00-05:00,7.112811088562012,7.112811088562012,6.9853410720825195,7.0235819816589355,1.5539920330047607,329490
1962-02-06 00:00:00-05:00,7.0235819816589355,7.0363287925720215,6.9980878829956055,7.02995491027832,1.5556126832962036,274575
1962-02-07 00:00:00-05:00,7.0363287925720215,7.074570178985596,7.0363287925720215,7.0363287925720215,1.5570250749588013,266730
1962-02-08 00:00:00-05:00,7.0363287925720215,7.074570178985596,7.0363287925720215,7.0427021980285645,1.5584334135055542,23535
1962-02-09 00:00:00-05:00,7.0427021980285645,7.093689918518066,7.01083517074585,7.093689918518066,1.5697163343429565,455010
