,date,close,symbol
0,2007-01-16,31.21,GM
1,2007-01-17,31.61,GM
2,2007-01-19,32.24,GM
3,2007-01-22,31.38,GM
4,2007-01-23,32.88,GM
5,2007-01-24,32.14,GM
6,2007-01-25,33.08,GM
7,2007-01-26,33.87,GM
8,2007-01-29,33.35,GM
9,2007-01-30,34.09,GM
10,2007-01-31,33.4,GM
11,2007-02-01,33.9,GM
12,2007-02-02,33.9,GM
13,2007-02-05,33.9,GM
14,2007-02-06,34.6,GM
15,2007-02-07,33.5,GM
16,2007-02-08,34.0,GM
17,2007-02-09,34.1,GM
18,2007-02-12,37.21,GM
19,2007-02-13,37.28,GM
20,2007-02-14,38.23,GM
21,2007-02-15,38.09,GM
22,2007-02-16,37.0,GM
23,2007-02-20,37.4,GM
24,2007-02-21,37.62,GM
25,2007-02-22,35.3,GM
26,2007-02-26,34.1,GM
27,2007-02-27,35.2,GM
28,2007-02-28,33.9,GM
29,2007-03-01,34.2,GM
30,2007-03-02,33.1,GM
31,2007-03-05,32.29,GM
32,2007-03-06,30.8,GM
33,2007-03-07,30.4,GM
34,2007-03-08,30.9,GM
35,2007-03-09,31.7,GM
36,2007-03-12,32.4,GM
37,2007-03-13,31.38,GM
38,2007-03-14,31.04,GM
39,2007-03-15,30.47,GM
40,2007-03-16,30.45,GM
41,2007-03-19,30.9,GM
42,2007-03-20,31.58,GM
43,2007-03-21,29.68,GM
44,2007-03-22,30.41,GM
45,2007-03-23,29.53,GM
46,2007-03-26,30.62,GM
47,2007-03-27,30.14,GM
48,2007-03-28,31.8,GM
49,2007-03-29,32.9,GM
50,2007-03-30,33.0,GM
51,2007-04-04,33.0,GM
52,2007-04-05,32.26,GM
53,2007-04-09,31.12,GM
54,2007-04-10,32.38,GM
55,2007-04-11,32.83,GM
56,2007-04-12,32.2,GM
57,2007-04-13,32.27,GM
58,2007-04-16,32.08,GM
59,2007-04-17,33.23,GM
60,2007-04-18,32.75,GM
61,2007-04-19,32.88,GM
62,2007-04-20,33.88,GM
63,2007-04-23,33.38,GM
64,2007-04-24,32.35,GM
65,2007-04-25,32.62,GM
66,2007-04-26,33.59,GM
67,2007-04-27,32.6,GM
68,2007-04-30,32.4,GM
69,2007-05-01,33.0,GM
70,2007-05-02,32.9,GM
71,2007-05-03,33.1,GM
72,2007-05-04,32.2,GM
73,2007-05-07,32.2,GM
74,2007-05-08,32.3,GM
75,2007-05-09,31.94,GM
76,2007-05-10,30.73,GM
77,2007-05-11,32.15,GM
78,2007-05-14,31.75,GM
79,2007-05-15,32.06,GM
80,2007-05-16,31.8,GM
81,2007-05-17,31.38,GM
82,2007-05-18,31.02,GM
83,2007-05-21,31.97,GM
84,2007-05-22,31.11,GM
85,2007-05-23,32.02,GM
86,2007-05-24,30.98,GM
87,2007-05-25,31.2,GM
88,2007-05-29,31.2,GM
89,2007-05-30,31.1,GM
90,2007-05-31,30.9,GM
91,2007-06-01,31.2,GM
92,2007-06-04,31.2,GM
93,2007-06-05,31.9,GM
94,2007-06-06,31.9,GM
95,2007-06-07,31.3,GM
96,2007-06-08,30.8,GM
97,2007-06-11,31.39,GM
98,2007-06-12,31.54,GM
99,2007-06-13,32.2,GM
100,2007-06-14,32.2,GM
101,2007-06-15,33.2,GM
102,2007-06-18,32.1,GM
103,2007-06-19,32.4,GM
104,2007-06-20,32.0,GM
105,2007-06-21,32.5,GM
106,2007-06-22,32.4,GM
107,2007-06-25,32.1,GM
108,2007-06-26,32.9,GM
109,2007-06-27,33.0,GM
110,2007-06-28,39.92,GM
111,2007-06-29,38.74,GM
112,2007-07-02,40.21,GM
113,2007-07-03,40.14,GM
114,2007-07-05,38.43,GM
115,2007-07-06,38.74,GM
116,2007-07-09,37.77,GM
117,2007-07-10,37.47,GM
118,2007-07-11,37.95,GM
119,2007-07-12,37.48,GM
120,2007-07-13,37.51,GM
121,2007-07-16,37.87,GM
122,2007-07-17,37.7,GM
123,2007-07-18,37.5,GM
124,2007-07-19,37.18,GM
125,2007-07-20,37.2,GM
126,2007-07-23,36.81,GM
127,2007-07-24,35.93,GM
128,2007-07-25,36.01,GM
129,2007-07-26,33.8,GM
130,2007-07-27,33.8,GM
131,2007-07-30,33.9,GM
132,2007-07-31,33.8,GM
133,2007-08-01,33.96,GM
134,2007-08-02,34.97,GM
135,2007-08-03,34.49,GM
136,2007-08-06,32.6,GM
137,2007-08-07,34.0,GM
138,2007-08-08,34.0,GM
139,2007-08-09,36.05,GM
140,2007-08-10,34.85,GM
141,2007-08-13,35.14,GM
142,2007-08-14,35.22,GM
143,2007-08-15,32.26,GM
144,2007-08-16,30.9,GM
145,2007-08-17,30.85,GM
146,2007-08-20,31.0,GM
147,2007-08-21,31.0,GM
148,2007-08-22,31.72,GM
149,2007-08-23,30.98,GM
150,2007-08-24,31.94,GM
151,2007-08-27,31.55,GM
152,2007-08-28,31.56,GM
153,2007-08-29,30.57,GM
154,2007-08-30,31.19,GM
155,2007-08-31,31.33,GM
156,2007-09-04,33.4,GM
157,2007-09-05,32.8,GM
158,2007-09-06,31.6,GM
159,2007-09-07,30.5,GM
160,2007-09-10,30.4,GM
161,2007-09-11,31.0,GM
162,2007-09-12,31.4,GM
163,2007-09-13,34.13,GM
164,2007-09-14,33.5,GM
165,2007-09-17,36.37,GM
166,2007-09-18,36.6,GM
167,2007-09-19,35.12,GM
168,2007-09-20,34.74,GM
169,2007-09-21,37.0,GM
170,2007-09-24,36.5,GM
171,2007-09-25,36.6,GM
172,2007-09-26,38.48,GM
173,2007-09-27,37.88,GM
174,2007-09-28,37.4,GM
175,2007-10-01,36.4,GM
176,2007-10-02,38.5,GM
177,2007-10-03,37.39,GM
178,2007-10-04,37.9,GM
179,2007-10-05,38.7,GM
180,2007-10-08,38.7,GM
181,2007-10-09,38.7,GM
182,2007-10-10,39.3,GM
183,2007-10-11,41.12,GM
184,2007-10-12,43.26,GM
185,2007-10-15,42.26,GM
186,2007-10-16,41.96,GM
187,2007-10-17,41.9,GM
188,2007-10-18,40.46,GM
189,2007-10-19,39.97,GM
190,2007-10-22,41.39,GM
191,2007-10-23,40.36,GM
192,2007-10-24,40.58,GM
193,2007-10-25,41.56,GM
194,2007-10-26,38.8,GM
195,2007-10-29,39.4,GM
196,2007-10-30,38.4,GM
197,2007-10-31,39.1,GM
198,2007-11-01,38.2,GM
199,2007-11-02,38.6,GM
200,2007-11-05,36.4,GM
201,2007-11-06,37.1,GM
202,2007-11-07,35.0,GM
203,2007-11-08,33.35,GM
204,2007-11-12,33.53,GM
205,2007-11-14,34.0,GM
206,2007-11-15,30.82,GM
207,2007-11-16,32.01,GM
208,2007-11-19,28.3,GM
209,2007-11-21,27.7,GM
210,2007-11-22,27.0,GM
211,2007-11-23,26.6,GM
212,2007-11-26,27.69,GM
213,2007-11-27,27.73,GM
214,2007-11-28,28.38,GM
215,2007-11-29,27.33,GM
216,2007-11-30,30.9,GM
217,2007-12-03,30.8,GM
218,2007-12-04,30.2,GM
219,2007-12-05,28.6,GM
220,2007-12-06,29.86,GM
221,2007-12-10,29.46,GM
222,2007-12-11,28.28,GM
223,2007-12-12,28.09,GM
224,2007-12-13,28.12,GM
225,2007-12-14,26.68,GM
226,2007-12-17,27.44,GM
227,2007-12-18,27.4,GM
228,2007-12-19,27.43,GM
229,2007-12-20,27.04,GM
230,2007-12-21,27.6,GM
231,2007-12-24,27.62,GM
232,2007-12-26,26.59,GM
233,2007-12-27,26.12,GM
234,2007-12-28,26.03,GM
235,2007-12-31,25.23,GM
236,2008-01-02,24.7,GM
237,2008-01-03,24.91,GM
238,2008-01-04,25.0,GM
239,2008-01-07,24.36,GM
240,2008-01-08,25.12,GM
241,2008-01-09,24.77,GM
242,2008-01-10,23.7,GM
243,2008-01-11,23.63,GM
244,2008-01-14,24.6,GM
245,2008-01-15,23.9,GM
246,2008-01-16,23.1,GM
247,2008-01-17,23.7,GM
248,2008-01-18,23.47,GM
249,2008-01-22,24.56,GM
250,2008-01-23,25.87,GM
251,2008-01-24,26.4,GM
252,2008-01-25,27.0,GM
253,2008-01-28,26.8,GM
254,2008-01-29,26.63,GM
255,2008-01-30,28.4,GM
256,2008-01-31,28.77,GM
257,2008-02-01,28.74,GM
258,2008-02-04,29.21,GM
259,2008-02-05,27.98,GM
260,2008-02-06,26.77,GM
261,2008-02-07,26.48,GM
262,2008-02-08,26.19,GM
263,2008-02-11,27.69,GM
264,2008-02-12,27.5,GM
265,2008-02-13,25.96,GM
266,2008-02-14,26.0,GM
267,2008-02-15,27.0,GM
268,2008-02-19,26.0,GM
269,2008-02-20,27.0,GM
270,2008-02-21,27.0,GM
271,2008-02-25,24.1,GM
272,2008-02-26,24.1,GM
273,2008-02-27,24.1,GM
274,2008-02-29,25.0,GM
275,2008-03-04,24.07,GM
276,2008-03-05,23.61,GM
277,2008-03-06,23.49,GM
278,2008-03-07,22.97,GM
279,2008-03-10,21.0,GM
280,2008-03-11,22.09,GM
281,2008-03-13,20.44,GM
282,2008-03-14,19.78,GM
283,2008-03-20,20.1,GM
284,2008-03-27,19.9,GM
285,2008-04-07,21.0,GM
286,2008-04-11,19.6,GM
287,2008-04-17,20.05,GM
288,2008-04-22,21.3,GM
289,2008-04-28,22.5,GM
290,2008-04-29,22.01,GM
291,2008-04-30,25.0,GM
292,2008-05-01,23.95,GM
293,2008-05-07,21.9,GM
294,2008-05-08,21.6,GM
295,2008-05-12,21.61,GM
296,2008-05-21,19.37,GM
297,2008-05-27,17.83,GM
298,2008-06-02,18.1,GM
299,2008-06-03,18.0,GM
300,2008-06-04,18.09,GM
301,2008-06-05,17.64,GM
302,2008-06-06,16.9,GM
303,2008-06-09,16.9,GM
