,date,close,symbol
0,2010-06-29,1.6411,TSLA
1,2010-06-30,1.6458,TSLA
2,2010-07-01,1.48,TSLA
3,2010-07-02,1.32,TSLA
4,2010-07-06,1.115,TSLA
5,2010-07-07,1.0865,TSLA
6,2010-07-08,1.207,TSLA
7,2010-07-09,1.19,TSLA
8,2010-07-12,1.1823,TSLA
9,2010-07-13,1.2094,TSLA
10,2010-07-14,1.3512,TSLA
11,2010-07-15,1.351,TSLA
12,2010-07-16,1.434,TSLA
13,2010-07-19,1.4737,TSLA
14,2010-07-20,1.4185,TSLA
15,2010-07-21,1.353,TSLA
16,2010-07-22,1.4,TSLA
17,2010-07-23,1.476,TSLA
18,2010-07-26,1.4457,TSLA
19,2010-07-27,1.43,TSLA
20,2010-07-28,1.4062,TSLA
21,2010-07-29,1.422,TSLA
22,2010-07-30,1.382,TSLA
23,2010-08-02,1.4555,TSLA
24,2010-08-03,1.464,TSLA
25,2010-08-04,1.4455,TSLA
26,2010-08-05,1.4004,TSLA
27,2010-08-06,1.309,TSLA
28,2010-08-09,1.329,TSLA
29,2010-08-10,1.2929,TSLA
30,2010-08-11,1.2409,TSLA
31,2010-08-12,1.2049,TSLA
32,2010-08-13,1.2424,TSLA
33,2010-08-16,1.266,TSLA
34,2010-08-17,1.2999,TSLA
35,2010-08-18,1.2538,TSLA
36,2010-08-19,1.2961,TSLA
37,2010-08-20,1.3008,TSLA
38,2010-08-23,1.357,TSLA
39,2010-08-24,1.33,TSLA
40,2010-08-25,1.3421,TSLA
41,2010-08-26,1.3241,TSLA
42,2010-08-27,1.3785,TSLA
43,2010-08-30,1.371,TSLA
44,2010-08-31,1.3451,TSLA
45,2010-09-01,1.4045,TSLA
46,2010-09-02,1.431,TSLA
47,2010-09-03,1.4489,TSLA
48,2010-09-07,1.3853,TSLA
49,2010-09-08,1.4028,TSLA
50,2010-09-09,1.433,TSLA
51,2010-09-10,1.4006,TSLA
52,2010-09-13,1.4486,TSLA
53,2010-09-14,1.444,TSLA
54,2010-09-15,1.5181,TSLA
55,2010-09-16,1.459,TSLA
56,2010-09-17,1.4152,TSLA
57,2010-09-20,1.4519,TSLA
58,2010-09-21,1.3872,TSLA
59,2010-09-22,1.3479,TSLA
60,2010-09-23,1.365,TSLA
61,2010-09-24,1.34,TSLA
62,2010-09-27,1.421,TSLA
63,2010-09-28,1.4522,TSLA
64,2010-09-29,1.5353,TSLA
65,2010-09-30,1.4229,TSLA
66,2010-10-01,1.4111,TSLA
67,2010-10-04,1.4538,TSLA
68,2010-10-05,1.435,TSLA
69,2010-10-06,1.429,TSLA
70,2010-10-07,1.41,TSLA
71,2010-10-08,1.424,TSLA
72,2010-10-11,1.3864,TSLA
73,2010-10-12,1.4151,TSLA
74,2010-10-13,1.3754,TSLA
75,2010-10-14,1.4309,TSLA
76,2010-10-15,1.3757,TSLA
77,2010-10-18,1.3964,TSLA
78,2010-10-19,1.3455,TSLA
79,2010-10-20,1.3777,TSLA
80,2010-10-21,1.4283,TSLA
81,2010-10-22,1.4181,TSLA
82,2010-10-25,1.45,TSLA
83,2010-10-26,1.471,TSLA
84,2010-10-27,1.5,TSLA
85,2010-10-28,1.4614,TSLA
86,2010-10-29,1.508,TSLA
87,2010-11-01,1.44,TSLA
88,2010-11-02,1.4571,TSLA
89,2010-11-03,1.4836,TSLA
90,2010-11-04,1.72,TSLA
91,2010-11-05,1.6779,TSLA
92,2010-11-08,1.6858,TSLA
93,2010-11-09,1.69,TSLA
94,2010-11-10,1.9865,TSLA
95,2010-11-11,1.93,TSLA
96,2010-11-12,2.0395,TSLA
97,2010-11-15,2.1366,TSLA
98,2010-11-16,2.004,TSLA
99,2010-11-17,2.026,TSLA
100,2010-11-18,2.0795,TSLA
101,2010-11-19,2.162,TSLA
102,2010-11-22,2.31,TSLA
103,2010-11-23,2.362,TSLA
104,2010-11-24,2.3745,TSLA
105,2010-11-26,2.4531,TSLA
106,2010-11-29,2.2965,TSLA
107,2010-11-30,2.4166,TSLA
108,2010-12-01,2.33,TSLA
109,2010-12-02,2.2121,TSLA
110,2010-12-03,2.1555,TSLA
111,2010-12-06,2.03,TSLA
112,2010-12-07,2.186,TSLA
113,2010-12-08,2.237,TSLA
114,2010-12-09,2.2019,TSLA
115,2010-12-10,2.1022,TSLA
116,2010-12-13,2.0596,TSLA
117,2010-12-14,1.918,TSLA
118,2010-12-15,2.0306,TSLA
119,2010-12-16,2.109,TSLA
120,2010-12-17,2.1835,TSLA
121,2010-12-20,2.1621,TSLA
122,2010-12-21,2.1528,TSLA
123,2010-12-22,2.1779,TSLA
124,2010-12-23,2.085,TSLA
125,2010-12-27,1.7367,TSLA
126,2010-12-28,1.772,TSLA
127,2010-12-29,1.9306,TSLA
128,2010-12-30,1.8264,TSLA
129,2010-12-31,1.7992,TSLA
130,2011-01-03,1.799,TSLA
131,2011-01-04,1.778,TSLA
132,2011-01-05,1.8449,TSLA
133,2011-01-06,1.8942,TSLA
134,2011-01-07,1.8885,TSLA
135,2011-01-10,1.9761,TSLA
136,2011-01-11,1.8727,TSLA
137,2011-01-12,1.8535,TSLA
138,2011-01-13,1.766,TSLA
139,2011-01-14,1.7734,TSLA
140,2011-01-18,1.7457,TSLA
141,2011-01-19,1.624,TSLA
142,2011-01-20,1.553,TSLA
143,2011-01-21,1.561,TSLA
144,2011-01-24,1.7093,TSLA
145,2011-01-25,1.6992,TSLA
146,2011-01-26,1.68,TSLA
147,2011-01-27,1.6919,TSLA
148,2011-01-28,1.6159,TSLA
149,2011-01-31,1.6516,TSLA
150,2011-02-01,1.604,TSLA
151,2011-02-02,1.642,TSLA
152,2011-02-03,1.6114,TSLA
153,2011-02-04,1.627,TSLA
154,2011-02-07,1.549,TSLA
155,2011-02-08,1.6431,TSLA
156,2011-02-09,1.6087,TSLA
157,2011-02-10,1.6203,TSLA
158,2011-02-11,1.56,TSLA
159,2011-02-14,1.5635,TSLA
160,2011-02-15,1.5819,TSLA
161,2011-02-16,1.6628,TSLA
162,2011-02-17,1.583,TSLA
163,2011-02-18,1.5473,TSLA
164,2011-02-22,1.493,TSLA
165,2011-02-23,1.4828,TSLA
166,2011-02-24,1.57,TSLA
167,2011-02-25,1.594,TSLA
168,2011-02-28,1.6232,TSLA
169,2011-03-01,1.657,TSLA
170,2011-03-02,1.6758,TSLA
171,2011-03-03,1.664,TSLA
172,2011-03-04,1.7025,TSLA
173,2011-03-07,1.7296,TSLA
174,2011-03-08,1.694,TSLA
175,2011-03-09,1.655,TSLA
176,2011-03-10,1.6532,TSLA
177,2011-03-11,1.6278,TSLA
178,2011-03-14,1.58,TSLA
179,2011-03-15,1.54,TSLA
180,2011-03-16,1.5521,TSLA
181,2011-03-17,1.5589,TSLA
182,2011-03-18,1.5457,TSLA
183,2011-03-21,1.5311,TSLA
184,2011-03-22,1.4957,TSLA
185,2011-03-23,1.4987,TSLA
186,2011-03-24,1.5367,TSLA
187,2011-03-25,1.5409,TSLA
188,2011-03-28,1.56,TSLA
189,2011-03-29,1.6531,TSLA
190,2011-03-30,1.6362,TSLA
191,2011-03-31,1.88,TSLA
192,2011-04-01,1.8418,TSLA
193,2011-04-04,1.729,TSLA
194,2011-04-05,1.79,TSLA
195,2011-04-06,1.826,TSLA
196,2011-04-07,1.864,TSLA
197,2011-04-08,1.834,TSLA
198,2011-04-11,1.7213,TSLA
199,2011-04-12,1.6959,TSLA
200,2011-04-13,1.701,TSLA
201,2011-04-14,1.727,TSLA
202,2011-04-15,1.7213,TSLA
203,2011-04-18,1.7461,TSLA
204,2011-04-19,1.6855,TSLA
205,2011-04-20,1.7562,TSLA
206,2011-04-21,1.8196,TSLA
207,2011-04-22,1.793,TSLA
208,2011-04-25,1.8452,TSLA
209,2011-04-26,1.8662,TSLA
210,2011-04-27,1.8763,TSLA
211,2011-04-28,1.919,TSLA
212,2011-04-29,1.91,TSLA
213,2011-05-02,1.83,TSLA
214,2011-05-03,1.84,TSLA
215,2011-05-04,1.8408,TSLA
216,2011-05-05,1.8013,TSLA
217,2011-05-06,1.884,TSLA
218,2011-05-09,1.8734,TSLA
219,2011-05-10,1.9343,TSLA
220,2011-05-11,1.8296,TSLA
221,2011-05-12,1.9027,TSLA
222,2011-05-13,1.855,TSLA
223,2011-05-16,1.8491,TSLA
224,2011-05-17,1.8009,TSLA
225,2011-05-18,1.8294,TSLA
226,2011-05-19,1.89,TSLA
227,2011-05-20,1.9312,TSLA
228,2011-05-23,1.805,TSLA
229,2011-05-24,1.8331,TSLA
230,2011-05-25,1.972,TSLA
231,2011-05-26,1.9785,TSLA
232,2011-05-27,2.04,TSLA
233,2011-05-31,2.0306,TSLA
234,2011-06-01,1.9562,TSLA
235,2011-06-02,1.9376,TSLA
236,2011-06-03,2.0752,TSLA
237,2011-06-06,1.9788,TSLA
238,2011-06-07,1.9323,TSLA
239,2011-06-08,1.896,TSLA
240,2011-06-09,1.9063,TSLA
241,2011-06-10,1.9461,TSLA
242,2011-06-13,1.8988,TSLA
243,2011-06-14,1.9169,TSLA
244,2011-06-15,1.8829,TSLA
245,2011-06-16,1.8295,TSLA
246,2011-06-17,1.8058,TSLA
247,2011-06-20,1.804,TSLA
248,2011-06-21,1.8761,TSLA
249,2011-06-22,1.848,TSLA
250,2011-06-23,1.8663,TSLA
251,2011-06-24,1.8885,TSLA
252,2011-06-27,1.8881,TSLA
253,2011-06-28,1.917,TSLA
254,2011-06-29,1.904,TSLA
255,2011-06-30,2.018,TSLA
256,2011-07-01,1.9363,TSLA
257,2011-07-05,2.0187,TSLA
258,2011-07-06,1.9663,TSLA
259,2011-07-07,2.013,TSLA
260,2011-07-08,1.9939,TSLA
261,2011-07-11,1.94,TSLA
262,2011-07-12,1.901,TSLA
263,2011-07-13,1.9634,TSLA
264,2011-07-14,1.8947,TSLA
265,2011-07-15,1.9137,TSLA
266,2011-07-18,1.8892,TSLA
267,2011-07-19,1.9001,TSLA
268,2011-07-20,1.9391,TSLA
269,2011-07-21,1.9163,TSLA
270,2011-07-22,1.97,TSLA
271,2011-07-25,1.9468,TSLA
272,2011-07-26,1.9149,TSLA
273,2011-07-27,1.853,TSLA
274,2011-07-28,1.971,TSLA
275,2011-07-29,1.902,TSLA
276,2011-08-01,1.973,TSLA
277,2011-08-02,1.9006,TSLA
278,2011-08-03,1.8362,TSLA
279,2011-08-04,1.66,TSLA
280,2011-08-05,1.641,TSLA
281,2011-08-08,1.577,TSLA
282,2011-08-09,1.7502,TSLA
283,2011-08-10,1.628,TSLA
284,2011-08-11,1.7019,TSLA
285,2011-08-12,1.766,TSLA
286,2011-08-15,1.8055,TSLA
287,2011-08-16,1.81,TSLA
288,2011-08-17,1.726,TSLA
289,2011-08-18,1.6601,TSLA
